longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,,ocean_proximity,income_cat,,median_house_value,median_house_value prediction
-121.37,36.83,14,3658,612,1951,600,4.76,,INLAND,4,,216000,230982
-118.96,35.4,27,2473,400,1271,427,3.5524,,INLAND,3,,89100,83223
-122,38.35,34,1084,187,561,198,4.2115,,INLAND,3,,118900,158808
-117.9,34.1,31,3007,653,1766,616,3.7083,,<1H OCEAN,3,,166000,173815
-118.15,34.12,52,1518,344,725,296,3.4018,,<1H OCEAN,3,,204500,256888
-122.25,37.81,46,3232,835,1373,747,3.225,,NEAR BAY,3,,218800,238305
-118.57,34.22,17,3262,753,1879,708,4.1359,,<1H OCEAN,3,,255200,220810
-120.08,37.06,18,402,76,213,71,1.9063,,INLAND,2,,95800,97850
-118.2,33.84,35,3405,779,1953,671,2.7813,,NEAR OCEAN,2,,159200,192636
-120.85,37.77,37,1738,403,936,366,2.4717,,INLAND,2,,77100,100186
-118.3,33.82,26,2080,560,2096,506,2.8106,,<1H OCEAN,2,,184400,191701
-118.36,34.1,52,1096,247,423,230,3.0179,,<1H OCEAN,3,,500001,351488.02
-117.18,33.51,13,270,42,120,42,6.993,,<1H OCEAN,5,,500001,388177.2
-118.22,33.98,15,1011,274,899,219,2.7045,,<1H OCEAN,2,,190600,145348
-118.29,34.03,38,1501,437,1777,441,2.0848,,<1H OCEAN,2,,135200,144396
-122.72,40.17,16,396,78,188,72,1.3889,,INLAND,1,,87500,61545.92
-122.17,37.74,43,818,193,494,179,2.4776,,NEAR BAY,2,,101600,92845
-117.44,34.09,24,3477,831,2541,753,2.3682,,INLAND,2,,97400,113458
-119.16,36.28,18,2377,414,1359,424,4.4,,INLAND,3,,79300,120852
-117.27,33.68,8,26322,4072,9360,3361,5.3238,,<1H OCEAN,4,,228900,240771
-117.09,32.64,20,1999,651,1302,592,1.6321,,NEAR OCEAN,2,,57500,114679
-119.99,36.8,45,1270,242,598,214,3.2813,,INLAND,3,,105400,99561
-117.94,34.08,34,1970,476,1269,406,4.064,,<1H OCEAN,3,,201200,186496
-117.87,33.88,28,2612,602,1682,563,3.6417,,<1H OCEAN,3,,204300,199775
-121.29,37.98,49,2501,565,1171,550,2.5043,,INLAND,2,,76700,92853
-118.31,34.03,34,2041,517,1479,495,2.1173,,<1H OCEAN,2,,156600,151905
-118.17,33.79,32,2171,672,3002,648,2.375,,NEAR OCEAN,2,,139700,159957
-117.22,32.87,5,3511,1008,1599,918,3.8542,,NEAR OCEAN,3,,176600,222070
-121.93,37.93,16,2876,391,1089,377,6.299,,INLAND,5,,286900,255921
-118.37,33.82,32,2815,607,1338,609,4.5687,,<1H OCEAN,4,,381200,375305.14
-119.76,36.81,19,4643,1429,4638,1335,1.2716,,INLAND,1,,69400,67745
-118.2,34.11,37,2040,611,1698,545,1.9355,,<1H OCEAN,2,,166300,171735
-117.95,33.63,27,891,183,513,171,6,,<1H OCEAN,4,,381500,317937.21
-118.29,34.65,18,6893,1372,2837,1221,3.3173,,INLAND,3,,218400,137075
-119.02,35.37,44,2687,620,1521,549,1.7213,,INLAND,2,,61600,56615
-119.16,34.12,17,224,70,147,71,3.6167,,NEAR OCEAN,3,,280000,268848.06
-119.86,34.38,26,1626,375,1580,359,2.1471,,NEAR OCEAN,2,,187500,219666.02
-117.67,34.1,28,1263,248,601,219,3.875,,INLAND,3,,174000,158064
-118.02,33.95,35,2085,400,1112,391,3.4886,,<1H OCEAN,3,,173900,184509
-119.3,36.34,45,3723,831,2256,770,1.8299,,INLAND,2,,63100,61139
-121.8,38.01,46,2273,495,1088,447,2.2532,,INLAND,2,,109400,100014
-121.33,38.66,15,4371,908,1842,818,2.7797,,INLAND,2,,105500,141712
-122.17,37.88,32,3633,508,1393,506,7.6917,,NEAR BAY,5,,401800,416750.06
-118.29,34.01,40,885,312,799,221,1.1667,,<1H OCEAN,1,,143800,128715
-121.42,37.75,33,1999,368,1061,390,3.5242,,INLAND,3,,121400,140422
-122.04,37.99,38,2675,541,1378,480,3.8897,,NEAR BAY,3,,139900,144615
-118.09,34.09,40,855,208,745,222,3.0125,,<1H OCEAN,3,,224000,194648
-122.2,37.78,39,1752,399,1071,376,3.1167,,NEAR BAY,3,,121600,170630
-118.06,33.83,17,1973,516,1112,501,3.8512,,<1H OCEAN,3,,163800,206258
-118.3,34,52,1743,421,1206,384,1.6875,,<1H OCEAN,2,,116000,117921
-119.36,36.33,11,3221,617,1351,565,2.9844,,INLAND,2,,132000,96975
-117.82,33.72,24,3260,458,1383,442,6.5987,,<1H OCEAN,5,,272800,292566.04
-117.91,34.02,17,5973,1384,4349,1229,3.2799,,<1H OCEAN,3,,199300,183935
-118.57,34.25,20,4679,609,1945,609,8.7471,,<1H OCEAN,5,,419900,445495.32
-122.01,37.36,16,1105,354,499,324,4.2061,,<1H OCEAN,3,,253600,247418.02
-122.08,37.38,33,2771,659,1496,581,3.4042,,NEAR BAY,3,,353600,272784.02
-120.59,38.45,13,2944,558,1091,466,3,,INLAND,2,,119000,122289
-118.56,34.2,35,2273,,1431,403,4.0789,,<1H OCEAN,3,,196700,208133
-122.24,37.81,52,2093,550,918,483,2.7477,,NEAR BAY,2,,243800,186790
-119.64,36.31,27,1513,314,1071,284,1.5909,,INLAND,2,,50100,52786
-117.83,33.65,9,638,266,426,234,3.7875,,<1H OCEAN,3,,187500,283245.11
-117.65,33.4,17,2737,654,910,492,3.5729,,NEAR OCEAN,3,,370800,255954
-118.12,33.77,10,7264,1137,2528,1057,10.2233,,NEAR OCEAN,5,,500001,465847.28
-117.55,33.93,25,5187,934,2725,860,4.1865,,INLAND,3,,154300,165206
-122.01,37.95,8,3866,539,1555,513,6.0901,,NEAR BAY,5,,298200,282370
-117.94,33.94,25,3250,546,1452,501,5.1084,,<1H OCEAN,4,,303800,236253
-118.01,33.77,32,1771,296,995,272,5.8362,,<1H OCEAN,4,,217500,277558.04
-123.18,40.58,18,1451,278,695,254,1.7262,,INLAND,2,,73700,81166
-117.3,34.15,40,961,199,509,182,2.06,,INLAND,2,,85500,76967
-122.4,38.53,24,1741,289,564,231,3.6118,,INLAND,3,,248400,179339
-121.41,38.6,16,5407,1467,2523,1265,2.0471,,INLAND,2,,104200,109717
-121.18,39.19,16,1528,351,729,319,2.4688,,INLAND,2,,138800,126478
-118.25,33.78,32,296,139,511,133,1.4444,,NEAR OCEAN,1,,182100,160155
-120.45,34.65,27,2215,578,1544,527,1.9257,,NEAR OCEAN,2,,135300,139520
-118.32,33.35,27,1675,521,744,331,2.1579,,ISLAND,2,,450000,276606.01
-121.64,36.82,18,1819,283,919,295,4.1696,,<1H OCEAN,3,,222500,250329.07
-122.28,37.87,46,3022,696,1293,675,2.543,,NEAR BAY,2,,220700,189275
-121.38,38.59,38,1839,287,685,276,4.5313,,INLAND,4,,189400,157922
-118.06,34.09,40,1975,389,1116,378,4.2898,,<1H OCEAN,3,,251600,222192
-116.36,33.78,6,24121,4522,4176,2221,3.3799,,INLAND,3,,239300,149116.02
-117.76,33.88,9,4838,759,2090,695,6.6536,,<1H OCEAN,5,,307800,300545.05
-118.47,34.02,35,3057,774,2223,732,2.0745,,<1H OCEAN,2,,332500,302107
-117.9,33.61,41,1521,328,527,275,4.0764,,<1H OCEAN,3,,500001,478634.84
-123.85,39.39,23,4671,912,2095,857,3.184,,<1H OCEAN,3,,140500,185972
-122.83,38.39,19,1765,394,868,388,2.462,,<1H OCEAN,2,,260300,174582
-122.44,37.76,52,1968,472,784,430,3.3702,,NEAR BAY,3,,370000,347032.02
-122.42,37.74,52,1786,427,856,394,3.0833,,NEAR BAY,3,,328100,277101.01
-118.25,34,41,1768,475,1721,474,1.303,,<1H OCEAN,1,,90400,102757
-118.28,34.06,52,1261,616,2309,581,1.6184,,<1H OCEAN,2,,225000,211923
-120.84,37.5,47,2310,484,1126,447,2.2083,,INLAND,2,,97300,95919
-118.37,34.2,34,2199,609,2488,597,2.9861,,<1H OCEAN,2,,171800,189046
-117.84,34.63,5,6739,1251,4614,1266,4.002,,INLAND,3,,115100,145777
-122.41,37.64,38,1204,268,921,247,4.4464,,NEAR OCEAN,3,,215400,266217
-117.9,34.13,5,1126,316,819,311,1.5,,<1H OCEAN,1,,139800,193292.07
-121.87,39.75,22,1707,296,822,297,3.6625,,INLAND,3,,126600,105664
-119.81,36.76,48,2059,388,834,405,2.9306,,INLAND,2,,67900,77344
-121.87,37.32,39,1839,471,1528,456,2.6818,,<1H OCEAN,2,,184900,182532
-118.45,33.99,52,1829,472,779,424,3.1607,,<1H OCEAN,3,,339000,352557.07
-119.5,34.35,39,308,38,59,21,11.7794,,NEAR OCEAN,5,,500001,240583.21
-117.92,33.91,33,2868,382,1204,412,6.1825,,<1H OCEAN,5,,336900,301468
-119.8,36.75,52,1788,449,1156,418,1.7298,,INLAND,2,,58400,62305
-118.23,33.93,39,2065,532,2015,535,0.8478,,<1H OCEAN,1,,104900,100785
-119.79,36.76,52,2408,498,1361,465,2.1055,,INLAND,2,,61300,63013
-120.45,34.96,21,2121,445,2211,463,4.0603,,<1H OCEAN,3,,117600,170224
-121.96,37.95,13,3216,765,1627,715,3.0859,,INLAND,3,,167800,139094
-117.09,32.8,36,2163,367,915,360,4.7188,,NEAR OCEAN,4,,174100,181513
-117.85,33.62,18,729,105,316,108,10.3893,,<1H OCEAN,5,,500001,472136.48
-122.19,39.74,39,4179,814,2111,809,2.3507,,INLAND,2,,65600,80624
-122.45,37.9,30,3763,717,1292,632,8.4888,,NEAR BAY,5,,500001,463394.26
-122.06,37.86,16,5187,1014,1512,986,4.4551,,NEAR BAY,3,,252400,279874.03
-120.5,38.87,10,81,41,55,16,4.9583,,INLAND,4,,87500,166497
-120.41,34.87,15,1534,251,761,240,4.9028,,<1H OCEAN,4,,193600,221990.02
-117.76,34.13,8,16759,2274,7249,2156,7.4837,,INLAND,5,,358700,315407
-121.32,36.79,30,516,90,288,95,3.6333,,INLAND,3,,202500,175689
-121.96,37.53,23,2215,475,1278,492,4.2955,,<1H OCEAN,3,,218800,223321
-124.09,40.92,12,2497,491,1153,462,2.8182,,NEAR OCEAN,2,,126900,98618
-121.49,37.94,31,1860,394,1848,293,2.2891,,INLAND,2,,162500,80651
-117.26,33.18,9,4540,793,2235,746,4.5781,,NEAR OCEAN,4,,225600,246447.01
-115.51,33.12,21,1024,218,890,232,2.101,,INLAND,2,,46700,59182
-117.88,33.74,16,1444,446,2329,441,3.1691,,<1H OCEAN,3,,159400,159787
-122.42,37.78,52,989,425,634,341,2.4414,,NEAR BAY,2,,275000,265835.09
-122.2,37.75,36,606,132,531,133,1.5809,,NEAR BAY,2,,70000,86703
-116.96,34.94,20,2355,467,1198,428,3.9934,,INLAND,3,,88500,91334
-117.95,33.84,34,1229,215,1035,218,3.5455,,<1H OCEAN,3,,180000,173888
-121.93,37.71,26,4822,845,2288,805,4.2281,,<1H OCEAN,3,,206000,247172.02
-121.77,37.22,16,1617,306,667,264,4.5221,,<1H OCEAN,4,,191100,252475.03
-121.96,38.34,14,3035,680,1597,663,3.6036,,INLAND,3,,143500,139314
-121.32,36.42,20,1054,269,1219,273,3.0437,,<1H OCEAN,3,,76600,148021
-118.44,33.98,21,18132,5419,7431,4930,5.3359,,<1H OCEAN,4,,500001,391266.38
-124.17,40.8,52,1606,419,891,367,1.585,,NEAR OCEAN,2,,75500,72612
-122.23,37.45,34,4177,723,1586,660,5.0457,,NEAR OCEAN,4,,395100,363126.06
-117.15,34.48,31,265,55,186,55,2.125,,INLAND,2,,64800,121159
-117.98,34.14,24,1596,388,1329,352,3.0417,,INLAND,3,,148000,146420
-120.95,37.59,29,1727,439,1063,386,1.8929,,INLAND,2,,63600,86609
-121.95,37.35,48,1246,294,697,284,3.6118,,<1H OCEAN,3,,235500,251354
-122.38,37.34,33,1054,209,400,161,7.7773,,NEAR OCEAN,5,,456300,441352.53
-121.47,38.68,19,946,182,474,173,5.0155,,INLAND,4,,97300,169139
-118.45,34.19,11,2479,900,2466,855,2.2264,,<1H OCEAN,2,,181300,205840
-121.88,37.26,25,3025,689,1755,661,3.8893,,<1H OCEAN,3,,218600,229136
-121.8,40.34,26,4815,910,1341,539,2.881,,INLAND,2,,79800,99430
-121.82,37.39,37,4137,636,1569,578,6.1008,,<1H OCEAN,5,,286200,413857.16
-120.87,38.71,13,2692,470,1302,420,4,,INLAND,3,,167400,156435
-115.56,32.79,20,2372,835,2283,767,1.1707,,INLAND,1,,62500,61691
-122.49,37.7,36,1946,340,828,313,5.2811,,NEAR OCEAN,4,,287700,307361.01
-118.37,34.03,37,1236,,966,292,3.0694,,<1H OCEAN,3,,122200,238536.03
-118.39,34.15,36,2696,713,905,659,3.1146,,<1H OCEAN,3,,373500,382573.16
-119.78,36.73,52,1377,319,1280,259,1.2344,,INLAND,1,,43300,52206
-117.89,33.66,33,3595,785,1621,732,4.1372,,<1H OCEAN,3,,265200,267790
-121.37,38.56,19,6308,1167,3012,1112,2.9464,,INLAND,2,,113500,112844
-118.2,33.85,46,1854,462,1360,429,2.4844,,<1H OCEAN,2,,158200,165787
-120.46,37.31,26,3170,572,1524,565,3.48,,INLAND,3,,95300,109813
-120.94,37.65,13,5075,978,3033,838,3.0577,,INLAND,3,,119000,118821
-121.79,37.66,22,14701,2210,6693,2232,5.98,,INLAND,4,,245000,259800
-122.08,40.64,14,3099,519,1447,494,4.0132,,INLAND,3,,141200,130100
-118.41,34.02,34,1430,357,805,362,3.3462,,<1H OCEAN,3,,307000,336079.06
-118.3,33.97,46,1425,317,1140,304,3.375,,<1H OCEAN,3,,98500,133004
-118.42,34.16,46,54,9,20,6,0.536,,<1H OCEAN,1,,375000,345595.25
-121.88,37.44,17,1621,299,1028,293,5.2722,,<1H OCEAN,4,,186900,236416.01
-118.17,34.19,45,1790,316,1035,312,4.0985,,<1H OCEAN,3,,173100,212982
-116.86,32.87,17,5799,921,2630,843,5.0524,,<1H OCEAN,4,,285400,205826
-118.13,33.86,37,2259,425,1183,413,5.1805,,<1H OCEAN,4,,201600,259510.02
-119.24,35.77,28,1737,521,1764,514,1.7813,,INLAND,2,,67800,56180
-121.67,36.93,22,569,132,542,125,2.1875,,<1H OCEAN,2,,187500,155533
-121.94,37.31,5,2364,578,1102,502,5.2642,,<1H OCEAN,4,,246400,291219.02
-119.33,36.32,23,3137,628,1446,548,2.5,,INLAND,2,,85500,80023
-117.23,32.8,27,1297,355,776,337,2.4643,,NEAR OCEAN,2,,244400,217948
-121.27,37.96,41,461,101,382,79,1.275,,INLAND,1,,54000,66737
-118.19,34.13,50,1309,302,883,293,3.1287,,<1H OCEAN,3,,198000,193041
-122.52,37.88,52,176,50,88,46,3.8068,,NEAR BAY,3,,275000,396366.1
-118.11,33.9,35,1323,269,1084,240,5.0753,,<1H OCEAN,4,,178000,183447
-121.76,38.57,11,15018,3008,7984,2962,3.1371,,INLAND,3,,201800,145392
-116.97,33.78,24,2680,606,1728,527,2.535,,INLAND,2,,74800,110933
-117.17,32.75,28,1514,384,540,352,2.1532,,NEAR OCEAN,2,,240000,156449
-118.4,33.87,38,2398,431,911,392,5.2319,,<1H OCEAN,4,,500001,426833.35
-118.41,34.03,24,3711,1192,1764,1147,3.1642,,<1H OCEAN,3,,366700,356657.05
-122.63,38.24,45,1615,338,823,327,2.5179,,<1H OCEAN,2,,145500,206102
-120.59,37.59,36,291,48,124,47,5.6945,,INLAND,4,,154200,192516
-120.98,38.34,27,3471,653,1793,600,3.5508,,INLAND,3,,99100,136550
-118.37,33.93,10,199,41,61,56,2.8958,,<1H OCEAN,2,,245800,216791.02
-118.28,34.17,52,2332,433,1135,440,5.5658,,<1H OCEAN,4,,331200,354396.06
-118.21,34.04,47,1306,391,1499,346,2.2788,,<1H OCEAN,2,,139600,142164
-122.4,37.76,52,4265,912,1555,836,4.119,,NEAR BAY,3,,298300,336418.03
-118.4,34.14,45,417,89,187,88,5.1377,,<1H OCEAN,4,,360700,324832.12
-121.53,38.56,39,2438,483,1103,472,2.9375,,INLAND,2,,86600,104389
-121.89,37.25,23,2705,449,1180,442,6.0791,,<1H OCEAN,5,,316500,275968
-119.65,36.35,38,3148,568,1378,537,2.8788,,INLAND,2,,85500,77456
-117.95,35.13,4,2630,502,1150,422,4.25,,INLAND,3,,104400,102232
-121.96,38.02,35,2691,542,1409,505,3.016,,INLAND,3,,95300,107145
-122.04,38.24,22,2761,757,2612,641,1.6875,,INLAND,2,,87500,86549
-122.11,37.14,29,3201,640,1722,570,4.4597,,NEAR OCEAN,3,,204100,261173.05
-117.3,34.12,50,1629,437,1581,394,2.2019,,INLAND,2,,63500,74659
-122.58,38.46,15,2936,517,1182,501,3.3981,,<1H OCEAN,3,,246900,188882
-122.18,37.8,23,2317,336,955,328,6.7527,,NEAR BAY,5,,285800,335709.02
-118.15,34.67,5,12317,2953,6291,2654,3.5732,,INLAND,3,,146900,137994
-118.19,33.82,11,872,203,422,221,4.6364,,NEAR OCEAN,4,,156300,237930.04
-121.46,38.55,40,2077,435,1454,385,2.0074,,INLAND,2,,57000,72268
-117.99,33.66,29,1330,293,613,236,4.6591,,<1H OCEAN,4,,353100,332986.2
-118.27,33.76,46,22,11,32,7,3.125,,NEAR OCEAN,3,,112500,262191.02
-117.28,32.83,34,2392,653,933,619,3.7306,,NEAR OCEAN,3,,500000,384283.21
-118.34,33.93,33,4294,1224,4512,1189,2.8304,,<1H OCEAN,2,,143700,178903.01
-119.55,36.72,6,1186,234,1135,218,2.1515,,INLAND,2,,63900,96750
-116.48,33.94,10,3254,913,923,486,1.8,,INLAND,2,,81000,94735
-120.93,39.96,15,1666,351,816,316,2.9559,,INLAND,2,,118800,92899
-114.65,33.6,28,1678,322,666,256,2.9653,,INLAND,2,,94900,79699
-122.48,37.75,48,2555,548,1285,482,3.7734,,NEAR BAY,3,,314700,331849
-117.85,34.1,22,5179,944,2315,884,4.51,,<1H OCEAN,4,,189900,205323
-122.29,37.9,52,1604,263,594,286,5.338,,NEAR BAY,4,,270900,329466.08
-120.81,38.73,38,2005,385,882,353,2.5104,,INLAND,2,,120500,108144
-122.26,37.78,52,970,217,528,208,3.3438,,NEAR BAY,3,,201300,191729.01
-118.47,33.99,41,1146,310,833,270,2.5938,,<1H OCEAN,2,,285000,333293.03
-116.39,33.82,15,11115,2257,4122,1653,2.7219,,INLAND,2,,74400,116005
-117.85,33.79,46,1846,383,867,336,3.4234,,<1H OCEAN,3,,200000,207792
-122.27,37.89,52,1978,293,723,272,5.3989,,NEAR BAY,4,,335600,314849.03
-122.32,37.55,44,2151,411,849,370,4.4583,,NEAR OCEAN,3,,397100,374272.1
-118.58,34.17,29,3393,574,1471,587,6.2064,,<1H OCEAN,5,,334900,378403.12
-118.44,34.32,14,6235,1286,3568,1190,4.1724,,<1H OCEAN,3,,211600,208735
-116.15,34.14,18,3312,705,1251,512,3.0139,,INLAND,3,,82600,79753
-117.92,33.75,32,790,199,1196,201,3.0625,,<1H OCEAN,3,,142800,164389
-118.36,33.89,27,2837,684,2141,648,3.1325,,<1H OCEAN,3,,215000,233042
-117.91,33.78,26,4297,1037,3596,967,3.045,,<1H OCEAN,3,,184000,186396
-117.39,34.09,10,5736,945,3528,932,4.3958,,INLAND,3,,130700,136899
-118.08,33.86,17,2259,383,1378,386,5.8733,,<1H OCEAN,4,,287000,308492.05
-117.82,33.67,17,2895,439,1588,450,6.276,,<1H OCEAN,5,,290700,295075
-116.89,32.99,14,2816,501,1448,452,5.0278,,<1H OCEAN,4,,210900,201676
-117.98,34.07,15,3543,888,3131,823,3.0184,,INLAND,3,,139400,148654
-122.71,38.42,23,1569,414,1031,368,1.6267,,<1H OCEAN,2,,129200,145891
-122.13,37.44,38,2835,447,1148,446,5.9277,,NEAR BAY,4,,446600,374588.01
-121.47,39.01,37,1244,247,484,157,2.3661,,INLAND,2,,77500,91501
-118.08,33.94,21,3933,949,2219,820,2.4926,,<1H OCEAN,2,,171400,172081
-119.03,34.25,25,3344,502,1483,496,6.196,,<1H OCEAN,5,,340600,265201
-118.13,33.81,37,1228,237,572,242,4.325,,<1H OCEAN,3,,223900,228710
-117.88,33.74,31,1120,296,1718,268,2.8077,,<1H OCEAN,2,,140300,162662
-118.16,33.77,38,3235,769,1284,752,2.9384,,NEAR OCEAN,2,,304100,257129.01
-122.79,39.02,23,642,203,265,84,1.8833,,INLAND,2,,96900,88381
-120.03,38.19,26,7005,1358,416,189,2.125,,INLAND,2,,132500,107572
-117.09,32.57,17,444,83,357,87,5.1478,,NEAR OCEAN,4,,138900,172322.01
-119.57,37.94,17,346,130,51,20,3.4861,,INLAND,3,,137500,141493
-121.07,39.13,8,4839,832,1977,762,4.0848,,INLAND,3,,155900,171880
-115.57,32.78,25,2007,301,1135,332,5.128,,INLAND,4,,99600,136486
-117.09,33.15,13,3958,865,1981,840,3.4764,,<1H OCEAN,3,,137500,178231
-122.85,38.62,16,4418,704,1908,697,4.5913,,<1H OCEAN,4,,244600,242721
-118.47,34.23,22,8350,2717,9135,2452,2.5008,,<1H OCEAN,2,,160000,187906.01
-118.14,34.17,42,2757,713,2112,653,2.7148,,<1H OCEAN,2,,166800,181463.02
-122.45,37.71,49,2244,442,1948,423,4.7639,,NEAR OCEAN,4,,251500,262732.03
-122.04,38.25,38,1214,244,632,254,2.8438,,INLAND,2,,94200,100338
-118.8,34.21,16,1466,196,661,209,6.2893,,<1H OCEAN,5,,282700,272285.01
-118.08,34.16,42,3490,665,1713,620,4.5461,,INLAND,4,,242400,295554
-117.04,32.74,33,3880,770,2288,805,3.6848,,NEAR OCEAN,3,,140700,144775
-121.87,37.27,18,3561,560,1753,553,5.0292,,<1H OCEAN,4,,269400,249231
-120.48,41.82,20,1367,284,429,181,2.0227,,INLAND,2,,47500,66651
-122.76,38.35,30,2260,374,958,359,5.0323,,<1H OCEAN,4,,222400,253865
-122.34,40.51,16,2247,502,1206,463,1.9946,,INLAND,2,,119200,78475
-117,32.73,17,6050,1143,3424,1131,3.7647,,<1H OCEAN,3,,127600,155429
-117.31,34.5,14,2443,447,883,465,2.1111,,INLAND,2,,116700,94918
-119.33,36.32,19,2778,431,1092,451,5.2561,,INLAND,4,,121300,128095
-123.19,39.12,38,267,57,196,60,2.3125,,<1H OCEAN,2,,70000,122239
-118.43,34.18,33,2717,662,1546,597,3.9099,,<1H OCEAN,3,,267500,264916
-118.24,34.14,27,2909,1021,2614,935,2.1444,,<1H OCEAN,2,,229000,215512
-122.46,37.75,52,1207,152,465,162,10.7569,,NEAR BAY,5,,500001,500001
-117.05,32.75,35,2144,388,1003,383,3.0938,,NEAR OCEAN,3,,137300,154096
-118.96,34.3,16,3103,482,1567,467,6.907,,<1H OCEAN,5,,500001,360836.01
-122.14,37.46,27,5580,2009,4165,1763,2.4375,,NEAR BAY,2,,189000,199184
-118.44,34.24,35,2344,435,1531,399,3.725,,<1H OCEAN,3,,178200,183350
-121.42,38.55,35,182,39,115,43,2.6417,,INLAND,2,,98900,90684
-121.87,37.33,37,3137,685,2048,651,3.0156,,<1H OCEAN,3,,270300,189487
-122.22,37.46,37,2586,495,1208,502,4.3214,,NEAR OCEAN,3,,342700,343401.11
-118.35,34.16,49,1305,228,584,255,5.636,,<1H OCEAN,4,,267900,343244.06
-117.88,33.83,25,1785,248,750,251,6.8407,,<1H OCEAN,5,,266700,296455.01
-119.87,36.79,8,2875,548,1718,551,3.6522,,INLAND,3,,80200,86306
-122.27,37.85,52,4076,920,1800,815,2.7054,,NEAR BAY,2,,182300,192926
-118.16,33.87,32,1854,471,1363,478,2.6406,,<1H OCEAN,2,,156700,175788
-120.87,37.76,16,2022,413,1126,408,2.5655,,INLAND,2,,116400,122827
-122.44,37.77,52,2705,647,1355,628,2.0161,,NEAR BAY,2,,364300,291114.02
-117.37,34.01,15,1386,247,703,185,3.6415,,INLAND,3,,124200,128545
-118.47,34.03,29,3287,882,1523,823,3.7381,,<1H OCEAN,3,,290600,405833.13
-118.28,33.92,39,1274,282,975,277,1.5114,,<1H OCEAN,2,,90400,97343
-117.8,33.69,16,2745,447,1429,411,6.8219,,<1H OCEAN,5,,325500,286408
-122.17,38.08,7,18392,2782,8276,2742,6.4232,,NEAR BAY,5,,229200,307559.02
-118.07,34.07,31,1370,284,1062,277,3.5156,,<1H OCEAN,3,,199300,180938
-122.15,37.47,39,1295,239,566,242,5.6407,,NEAR BAY,4,,326400,346900.06
-117.82,33.81,19,2556,304,822,260,9.9055,,<1H OCEAN,5,,456900,473305.54
-121.86,37.39,17,1777,328,1235,329,5.4225,,<1H OCEAN,4,,258100,232730
-117.19,32.75,52,25,5,13,5,0.536,,NEAR OCEAN,1,,162500,152604.04
-121.29,38.03,7,2021,441,1615,406,2.5842,,INLAND,2,,111300,113746
-121.89,37.45,15,2428,513,1687,519,4.75,,<1H OCEAN,4,,254400,211545
-118.95,34.81,30,2817,604,1089,412,3.1364,,INLAND,3,,123500,106175
-118.43,34.01,31,2526,528,1046,504,4.7009,,<1H OCEAN,4,,500001,412560.18
-121.94,38.35,8,3157,559,1758,569,4.412,,INLAND,3,,140100,146442
-118.29,33.92,23,2503,532,1735,505,2.7368,,<1H OCEAN,2,,162800,161524
-118.08,33.87,23,2536,552,2012,556,4.1406,,<1H OCEAN,3,,200800,189907
-117.17,32.71,7,2493,693,951,641,4.2375,,NEAR OCEAN,3,,205000,300121.02
-118.46,34.03,52,523,,317,130,2.2794,,<1H OCEAN,2,,337500,294399.07
-120.59,37.35,15,3249,613,1569,595,3.5393,,INLAND,3,,88000,106427
-122.26,37.45,17,2742,441,986,421,5.9285,,NEAR OCEAN,4,,496000,407292.16
-117.31,34.53,26,2299,496,1259,441,2.6125,,INLAND,2,,79900,105640
-120.48,39.66,32,1516,289,304,131,1.8839,,INLAND,2,,71000,69314
-118.45,34.31,9,1739,358,820,323,4.0556,,<1H OCEAN,3,,182500,210994.01
-118.16,34.04,45,332,70,302,60,3.1895,,<1H OCEAN,3,,156300,160517
-118.23,33.93,37,239,49,308,52,1.4028,,<1H OCEAN,1,,105400,177417
-121.04,37.5,33,613,123,343,116,3.1875,,INLAND,3,,129200,139000
-121.13,36.21,34,2504,550,1810,547,3.4821,,<1H OCEAN,3,,113700,180075
-121.88,37.24,24,4420,996,2981,975,3.506,,<1H OCEAN,3,,226400,230146
-118.35,34.17,47,858,170,365,171,2.0385,,<1H OCEAN,2,,225000,208421
-121.94,37.34,29,3377,853,1674,792,3.4233,,<1H OCEAN,3,,229300,274414.02
-121.17,37.82,35,2506,406,1316,398,3.8472,,INLAND,3,,197600,137749
-118.4,34.07,22,2170,593,850,520,2.9107,,<1H OCEAN,2,,500001,372695.15
-122.41,37.77,52,361,76,168,55,3.2292,,NEAR BAY,3,,275000,275688.01
-122.1,37.4,23,514,210,367,206,3.1736,,NEAR BAY,3,,181300,215207
-121.29,38.67,20,1992,363,889,346,3.6516,,INLAND,3,,130500,133732
-119.69,36.82,15,3303,512,1687,505,4.81,,INLAND,4,,93600,119293
-118.28,34.18,47,2243,339,911,319,7.4046,,<1H OCEAN,5,,446800,436381.35
-118.02,34.04,27,5640,1001,3538,978,5.065,,<1H OCEAN,4,,215400,247461
-120.45,34.65,25,980,276,896,245,2,,NEAR OCEAN,2,,87500,151309
-122.18,37.8,34,1355,195,442,195,6.2838,,NEAR BAY,5,,318200,380698.05
-118.41,34.19,39,1169,242,612,247,4.1429,,<1H OCEAN,3,,200000,213205
-122.42,37.79,52,3511,1232,2452,1131,2.5013,,NEAR BAY,2,,275000,309308.07
-117.28,34.26,18,3895,,1086,375,3.3672,,INLAND,3,,133600,126191
-118.31,34.01,52,2547,475,1417,444,1.8214,,<1H OCEAN,2,,123200,121431
-118.28,33.97,31,2017,566,2063,521,1.9219,,<1H OCEAN,2,,107000,103143
